"","editorial","paginas","anio","id_libro"
"1510","Grijalbo
","232
","01/01/2013
",1510
"1511","TAURUS
","392
","01/01/2023
",1511
"1512","Grijalbo
","200
","01/01/2024
",1512
"1513","CONECTA
","288
","01/01/2023
",1513
"1514","AGUILAR
","584
","01/01/2023
",1514
"1515","DEBATE
","264
","01/01/2023
",1515
"1516","AGUILAR
","192
","01/01/2017
",1516
"1517","TAURUS
","256
","01/01/2021
",1517
"1518","AGUILAR
","264
","01/01/2015
",1518
"1519","AGUILAR
","240
","01/01/2021
",1519
"1520","DEBOLSILLO
","416
","01/01/2021
",1520
"1521","DEBOLSILLO
","336
","01/01/2021
",1521
"1522","CONECTA
","152
","01/01/2022
",1522
"1523","CONECTA
","304
","01/01/2020
",1523
"1524","CONECTA
","224
","01/01/2018
",1524
"1525","CONECTA
","160
","01/01/2017
",1525
"1526","CONECTA
","104
","01/01/2018
",1526
"1527","SUDAMERICANA
","320
","01/01/2023
",1527
"1528","OBELISCO
","216
","01/01/2024
",1528
"1529","AMAT
","10
","01/01/2024
",1529
"1530","PROFIT
","10
","01/01/2024
",1530
"1531","PROFIT
","10
","01/01/2024
",1531
"1532","DUNKEN
","10
","01/01/2024
",1532
"1533","PROFIT
","314
","01/01/2023
",1533
"1534","PROFIT
","448
","01/01/2022
",1534
"1535","PROFIT
","224
","01/01/2016
",1535
"1536","PROFIT
","256
","01/01/2020
",1536
"1537","PROFIT
","304
","01/01/2019
",1537
"1538","PROFIT
","240
","01/01/2022
",1538
"1539","CONECTA
","288
","01/01/2020
",1539
"1540","DEBOLSILLO
","480
","01/01/2023
",1540
"1541","TAURUS
","496
","01/01/2020
",1541
"1542","Unión Editorial
","260
","01/01/2004
",1542
"1543","Unión Editorial
","114
","01/01/2023
",1543
"1544","Unión Editorial
","174
","01/01/2023
",1544
"1545","Unión Editorial
","488
","01/01/2000
",1545
"1546","Unión Editorial
","132
","01/01/2024
",1546
"1547","Unión Editorial
","112
","01/01/2018
",1547
"1548","Unión Editorial
","346
","01/01/2024
",1548
"1549","Unión Editorial
","156
","01/01/2020
",1549
"1550","Unión Editorial
","290
","01/01/2023
",1550
"1551","Unión Editorial
","136
","01/01/2023
",1551
"1552","Unión Editorial
","146
","01/01/2024
",1552
"1553","Unión Editorial
","560
","01/01/2023
",1553
"1554","Unión Editorial
","132
","01/01/2011
",1554
"1555","Unión Editorial
","144
","01/01/2016
",1555
"1556","Unión Editorial
","542
","01/01/2023
",1556
"1557","GRANICA
","10
","01/01/2024
",1557
"1558","ANAGRAMA
","464
","01/01/2017
",1558
"1559","EMPRESA ACTIVA
","288
","01/01/2024
",1559
"1560","EMPRESA ACTIVA
","352
","01/01/2024
",1560
"1561","EMPRESA ACTIVA
","128
","01/01/2024
",1561
"1562","CATARATA
","240
","01/01/2024
",1562
"1563","EL GRANO DE MOSTAZA
","336
","01/01/2017
",1563
"1564","TEMAS GRUPO EDITORIAL
","144
","01/01/2018
",1564
"1565","TEMAS GRUPO EDITORIAL
","330
","01/01/2018
",1565
"1566","PROMETEO LIBROS
","218
","01/01/2013
",1566
"1567","ERREPAR
","10
","01/01/2023
",1567
"1568","DUNKEN SRL
","10
","01/01/2021
",1568
"1569","ERREIUS
","240
","01/01/2019
",1569
"1570","ERREPAR
","10
","01/01/2020
",1570
"1571","ERREPAR
","424
","01/01/2019
",1571
"1572","ERREPAR
","118
","01/01/2019
",1572
"1573","TEMAS GRUPO EDITORIAL
","344
","01/01/2012
",1573
"1574","EMPRESA ACTIVA
","320
","01/01/2016
",1574
"1575","EMPRESA ACTIVA
","256
","01/01/2024
",1575
"1576","Capital
","880
","01/01/2023
",1576
"1577","SB
","192
","01/01/2019
",1577
"1578","DEL NUEVO EXTREMO
","176
","01/01/2019
",1578
"1579","PROMOPRESS
","231
","01/01/2018
",1579
"1580","DUNKEN SRL
","288
","01/01/2019
",1580
"1581","REVERTE
","10
","01/01/2024
",1581
"1582","REVERTE
","10
","01/01/2024
",1582
"1583","AMAT
","10
","01/01/2024
",1583
"1584","PROFIT
","10
","01/01/2024
",1584
"1585","PROFIT
","10
","01/01/2024
",1585
"1586","GALERNA
","400
","01/01/2021
",1586
"1587","EMPRESA ACTIVA
","192
","01/01/2023
",1587
"1588","EMPRESA ACTIVA
","320
","01/01/2022
",1588
"1589","PROFIT
","10
","01/01/2024
",1589
"1590","PROFIT
","10
","01/01/2024
",1590
"1591","ALFAOMEGA GRUPO EDITOR
","210
","01/01/2016
",1591
"1592","GRANICA
","406
","01/01/2005
",1592
"1593",NA,"290
","01/01/2005
",1593
"1594","Editorial El Ateneo
","256
","01/01/2023
",1594
"1595","Editorial El Ateneo
","256
","01/01/2023
",1595
"1596",NA,"276
","01/01/2019
",1596
"1597","EDITORIAL EXPERIMENTA
","160
","01/01/2021
",1597
"1598",NA,"188
","01/01/2008
",1598
"1599","EDITORIAL EXPERIMENTA
","122
","01/01/2021
",1599
"1600","EXPERIMENTA
","318
","01/01/2023
",1600
"1601","EXPERIMENTA
","900
","01/01/2022
",1601
"1602","EXPERIMENTA
","232
","01/01/2020
",1602
"1603",NA,"192
","01/01/2008
",1603
"1604",NA,"320
","01/01/2020
",1604
"1605","GRANICA
","294
","01/01/2016
",1605
"1606","EXPERIMENTA
","216
","01/01/2019
",1606
"1607",NA,"226
","01/01/2009
",1607
"1608","EXPERIMENTA
","136
","01/01/2021
",1608
"1609","EXPERIMENTA
","448
","01/01/2020
",1609
"1610","GRANICA
","128
","01/01/2022
",1610
"1611",NA,"386
","01/01/2018
",1611
"1612","MIÑO Y DÁVILA EDITORES
","256
","01/01/2016
",1612
"1613","MIÑO Y DÁVILA EDITORES
","208
","01/01/2017
",1613
"1614",NA,"152
","01/01/2012
",1614
"1615",NA,"248
","01/01/2012
",1615
"1616",NA,"540
","01/01/2018
",1616
"1617",NA,"150
","01/01/2004
",1617
"1618",NA,"194
","01/01/2015
",1618
"1619","MIÑO Y DÁVILA EDITORES
","256
","01/01/2013
",1619
"1620","OyD Ediciones
","244
","01/01/2021
",1620
"1621","MIÑO Y DÁVILA EDITORES
","320
","01/01/2017
",1621
"1622","GRANICA
","314
","01/01/2007
",1622
"1623","TEMAS GRUPO EDITORIAL
","160
","01/01/2017
",1623
"1624","ALIANZA
","320
","01/01/2017
",1624
"1625","ARIEL
","168
","01/01/2024
",1625
"1626","FONDO DE CULTURA ECONOMICA
","322
","01/01/2014
",1626
"1627","GRANICA
","10
","01/01/2024
",1627
"1628","GRANICA
","10
","01/01/2024
",1628
"1629","LID
","10
","01/01/2024
",1629
"1630","LID
","10
","01/01/2024
",1630
"1631","CONTINENTE
","188
","01/01/2024
",1631
"1632","GALERNA
","192
","01/01/2024
",1632
"1633","TEMAS GRUPO EDITORIAL
","213
","01/01/2021
",1633
"1634","TEMAS GRUPO EDITORIAL
","414
","01/01/2011
",1634
"1635","PLANETA
","10
","01/01/2024
",1635
"1636","DUNKEN SRL
","124
","01/01/2015
",1636
"1637","DUNKEN SRL
","232
","01/01/2016
",1637
"1638","DUNKEN SRL
","10
","01/01/2020
",1638
"1639","DUNKEN SRL
","10
","01/01/2020
",1639
"1640","DUNKEN SRL
","10
","01/01/2020
",1640
"1641","PROFIT
","176
","01/01/2020
",1641
"1642","DEBOLSILLO
","376
","01/01/2024
",1642
"1643","EMPRESA ACTIVA
","192
","01/01/2024
",1643
"1644","PROFIT
","272
","01/01/2022
",1644
"1645","PROFIT
","192
","01/01/2019
",1645
"1646","ANTONI BOSCH
","656
","01/01/2016
",1646
"1647","ANTONI BOSCH
","10
","01/01/2024
",1647
"1648","ANTONI BOSCH
","10
","01/01/2024
",1648
"1649","PAIDOS
","164
","01/01/2024
",1649
"1650","PROFIT
","110
","01/01/2023
",1650
"1651","FONDO DE CULTURA ECONOMICA
","498
","01/01/2021
",1651
"1652","TEMAS GRUPO EDITORIAL
","342
","01/01/2012
",1652
"1653","TEMAS GRUPO EDITORIAL
","216
","01/01/2023
",1653
"1654","LEA
","192
","01/01/2024
",1654
"1655","TEMAS GRUPO EDITORIAL
","160
","01/01/2020
",1655
"1656","ALFAOMEGA GRUPO EDITOR
","496
","01/01/2016
",1656
"1657","EMPRESA ACTIVA
","256
","01/01/2024
",1657
"1658","PROFIT
","10
","01/01/2024
",1658
"1659","ADRIAN DARIO AREVALO
","224
","01/01/2022
",1659
"1660","PLUMA DIGITAL
","198
","01/01/2023
",1660
"1661","Del Fondo Editorial
","102
","01/01/2021
",1661
"1662","OCEANO TRAVESIA
","264
","01/01/2022
",1662
"1663","REVERTE
","10
","01/01/2024
",1663
"1664","REVERTE
","192
","01/01/2024
",1664
"1665","GRANICA
","10
","01/01/2024
",1665
"1666","EDITORIAL ANTROPOSOFICA S.A.
","102
","01/01/2024
",1666
"1667","PROFIT
","240
","01/01/2018
",1667
"1668","PROFIT
","248
","01/01/2018
",1668
"1669","PROFIT
","10
","01/01/2024
",1669
"1670","PROMETEO LIBROS
","296
","01/01/2024
",1670
"1671","UNIV. NAC. DE QUILMES
","300
","01/01/2018
",1671
"1672","PROMETEO LIBROS
","88
","01/01/2024
",1672
"1673","ALFAOMEGA GRUPO EDITOR
","404
","01/01/2012
",1673
"1674","ALFAOMEGA GRUPO EDITOR
","10
","01/01/2013
",1674
"1675","ALFAOMEGA GRUPO EDITOR
","298
","01/01/2013
",1675
"1676","ALFAOMEGA GRUPO EDITOR
","362
","01/01/2013
",1676
"1677","AUTORIA
","10
","01/01/2021
",1677
"1678","LID EDITORIAL ARGENTINA ( LEA )
","176
","01/01/2013
",1678
"1679","GRANICA
","10
","01/01/2017
",1679
"1680","GRANICA
","262
","01/01/2007
",1680
"1681","GRANICA
","464
","01/01/2012
",1681
"1682","GRANICA
","200
","01/01/2009
",1682
"1683","SB
","96
","01/01/2024
",1683
"1684","OBELISCO
","168
","01/01/2024
",1684
"1685","PLANETA
","10
","01/01/2024
",1685
"1686","FONDO DE CULTURA ECONOMICA
","10
","01/01/2024
",1686
"1687","RENACER
","192
","01/01/2024
",1687
"1688","FONDO DE CULTURA ECONOMICA
","215
","01/01/2014
",1688
"1689","FONDO DE CULTURA ECONOMICA
","240
","01/01/2014
",1689
"1690","PROFIT
","240
","01/01/2018
",1690
"1691","GRANICA
","176
","01/01/2024
",1691
"1692","EMPRESA ACTIVA
","288
","01/01/2024
",1692
"1693","OCEANO
","536
","01/01/2007
",1693
"1694","GRANICA
","1064
","01/01/2024
",1694
"1695","TEMAS GRUPO EDITORIAL
","276
","01/01/2012
",1695
"1696","PROMETEO LIBROS
","154
","01/01/2010
",1696
"1697","ERREPAR
","10
","01/01/2024
",1697
"1698","CONTINENTE SRL
","288
","01/01/2020
",1698
"1699","GRAN ALDEA
","136
","01/01/2024
",1699
"1700","ALFAOMEGA GRUPO EDITOR
","210
","01/01/2016
",1700
"1701","DUNKEN SRL
","10
","01/01/2023
",1701
"1702","GRANICA
","10
","01/01/2016
",1702
"1703","EMPRESA ACTIVA
","160
","01/01/2023
",1703
"1704","DE VECCHI
","200
","01/01/1997
",1704
"1705","DE VECCHI
","10
","01/01/2000
",1705
"1706","DE VECCHI
","10
","01/01/2000
",1706
"1707","PROFIT
","222
","01/01/2023
",1707
"1708","PROFIT
","160
","01/01/2023
",1708
"1709","PROFIT
","172
","01/01/2023
",1709
"1710","PLATAFORMA EDITORIAL
","140
","01/01/2023
",1710
"1711","PROFIT
","176
","01/01/2023
",1711
"1712","PROFIT
","256
","01/01/2023
",1712
"1713","PROFIT
","240
","01/01/2023
",1713
"1714","PROFIT
","226
","01/01/2023
",1714
"1715","PROFIT
","280
","01/01/2023
",1715
"1716","PROFIT
","282
","01/01/2023
",1716
"1717","TEMAS GRUPO EDITORIAL
","252
","01/01/2014
",1717
"1718","DUNKEN SRL
","10
","01/01/2023
",1718
"1719","DUNKEN SRL
","10
","01/01/2023
",1719
"1720","GRANICA
","10
","01/01/2023
",1720
"1721","GRANICA
","10
","01/01/2023
",1721
"1722","PAIDOS
","376
","01/01/2023
",1722
"1723","NUEVA LIBRERIA
","624
","01/01/2005
",1723
"1724","LUXEMBURG
","110
","01/01/2009
",1724
"1725","V&R EDITORAS SA
","280
","01/01/2020
",1725
"1726","EMPRESA ACTIVA
","448
","01/01/2023
",1726
"1727","KOLIMA
","178
","01/01/2023
",1727
"1728","GRANICA
","664
","01/01/2023
",1728
"1729","PROFIT
","376
","01/01/2023
",1729
"1730","PROFIT
","188
","01/01/2023
",1730
"1731","PROFIT
","200
","01/01/2023
",1731
"1732","GRANICA
","10
","01/01/2013
",1732
"1733","GRANICA
","168
","01/01/2023
",1733
"1734","PROFIT
","168
","01/01/2023
",1734
"1735","GRANICA
","328
","01/01/2023
",1735
"1736","PROFIT
","224
","01/01/2023
",1736
"1737","REVERTE
","10
","01/01/2023
",1737
"1738","REVERTE
","10
","01/01/2023
",1738
"1739","UNSAM EDITA
","336
","01/01/2019
",1739
"1740","UNSAM EDITA
","164
","01/01/2023
",1740
"1741","SIRIO
","384
","01/01/2023
",1741
"1742","PROFIT
","218
","01/01/2023
",1742
"1743","PROFIT
","136
","01/01/2023
",1743
"1744","PROFIT
","168
","01/01/2023
",1744
"1745","TEMAS GRUPO EDITORIAL
","252
","01/01/2022
",1745
"1746","TEMAS GRUPO EDITORIAL
","242
","01/01/2022
",1746
"1747","TEMAS GRUPO EDITORIAL
","282
","01/01/2022
",1747
"1748","EMPRESA ACTIVA
","224
","01/01/2023
",1748
"1749","PROFIT
","288
","01/01/2019
",1749
"1750","SB
","144
","01/01/2023
",1750
"1751","PLUMA DIGITAL
","386
","01/01/2023
",1751
"1752","UGERMAN EDITOR
","134
","01/01/2023
",1752
"1753","EMPRESA ACTIVA
","352
","01/01/2023
",1753
"1754","URANO
","208
","01/01/2023
",1754
"1755","EMPRESA ACTIVA
","304
","01/01/2023
",1755
"1756","GRANICA
","192
","01/01/2023
",1756
"1757","TEMAS GRUPO EDITORIAL
","246
","01/01/2014
",1757
"1758","GRANICA
","152
","01/01/2023
",1758
"1759","VALLETTA EDICIONES
","432
","01/01/2020
",1759
"1760","PROFIT
","400
","01/01/2022
",1760
"1761","GRANICA
","176
","01/01/2016
",1761
"1762","REVERTE
","304
","01/01/2022
",1762
"1763","EMPRESA ACTIVA
","160
","01/01/2023
",1763
"1764","PROMETEO
","240
","01/01/2020
",1764
"1765","HEMISFERIO SUR
","270
","01/01/2013
",1765
"1766","SUDAMERICANA
","216
","01/01/2020
",1766
"1767","DIAZ DE SANTOS
","284
","01/01/2013
",1767
"1768","DIAZ DE SANTOS
","10
","01/01/2015
",1768
"1769","DIAZ DE SANTOS
","10
","01/01/2013
",1769
"1770","DIAZ DE SANTOS
","208
","01/01/2013
",1770
"1771","RA-MA
","262
","01/01/2010
",1771
"1772","COOPERATIVAS
","88
","01/01/2001
",1772
"1773","UGERMAN EDITOR
","174
","01/01/2022
",1773
"1774","UGERMAN EDITOR
","10
","01/01/2018
",1774
"1775","UGERMAN EDITOR
","10
","01/01/2018
",1775
"1776","GRANICA
","128
","01/01/2022
",1776
"1777","GRANICA
","384
","01/01/2022
",1777
"1778","GRANICA
","224
","01/01/2022
",1778
"1779","GEDISA
","296
","01/01/2007
",1779
"1780","PROMETEO
","150
","01/01/2021
",1780
"1781","PROMETEO
","200
","01/01/2022
",1781
"1782","SB
","240
","01/01/2021
",1782
"1783","PROFIT
","336
","01/01/2018
",1783
"1784","GRANICA
","280
","01/01/2021
",1784
"1785","GRANICA
","224
","01/01/2021
",1785
"1786","GRANICA
","280
","01/01/2021
",1786
"1787","PROFIT
","304
","01/01/2009
",1787
"1788","GRANICA
","432
","01/01/2021
",1788
"1789","GRANICA
","312
","01/01/2021
",1789
"1790","GRANICA
","304
","01/01/2022
",1790
"1791","GRANICA
","356
","01/01/2020
",1791
"1792","GRANICA
","344
","01/01/2021
",1792
"1793","GRANICA
","204
","01/01/2020
",1793
"1794","GRANICA
","384
","01/01/2021
",1794
"1795","GRANICA
","204
","01/01/2021
",1795
"1796","GRANICA
","216
","01/01/2021
",1796
"1797","GRANICA
","176
","01/01/2020
",1797
"1798","GRANICA
","10
","01/01/2019
",1798
"1799","AMAT
","240
","01/01/2018
",1799
"1800","AMAT
","160
","01/01/2018
",1800
"1801","AMAT
","320
","01/01/2020
",1801
"1802","PARANINFO
","10
","01/01/2014
",1802
"1803","PARANINFO
","10
","01/01/2014
",1803
"1804","PARANINFO
","10
","01/01/2014
",1804
"1805","TAHIEL EDICIONES
","170
","01/01/2020
",1805
"1806","ANTONI BOSCH
","210
","01/01/2016
",1806
"1807","ANTONI BOSCH
","464
","01/01/2008
",1807
"1808","ANTONI BOSCH
","232
","01/01/2008
",1808
"1809","TURPIAL
","240
","01/01/2008
",1809
"1810","AGUILAR
","240
","01/01/2019
",1810
"1811","NAGRELA EDICIONES
","224
","01/01/2020
",1811
"1812","DEBOLSILLO
","160
","01/01/2021
",1812
"1813","PROFIT
","266
","01/01/2018
",1813
"1814","FONDO DE CULTURA ECONOMICA
","168
","01/01/2022
",1814
"1815","FONDO DE CULTURA ECONOMICA
","312
","01/01/2016
",1815
"1816","DIAZ DE SANTOS IMPORTADOS
","164
","01/01/2017
",1816
"1817","DIAZ DE SANTOS
","452
","01/01/2018
",1817
"1818","TECNIBOOK EDICIONES
","170
","01/01/2015
",1818
"1819","ANTONI BOSCH
","10
","01/01/2000
",1819
"1820","COOPERATIVAS
","223
","01/01/2017
",1820
"1821","MUNDI-PRENSA
","320
","01/01/2008
",1821
"1822","LA CRUJIA
","246
","01/01/2012
",1822
"1823","LIBROS DEL ZORZAL
","232
","01/01/2021
",1823
"1824","PROMETEO LIBROS
","250
","01/01/2017
",1824
"1825","ERREPAR
","512
","01/01/2005
",1825
"1826","DIAZ DE SANTOS
","440
","01/01/2008
",1826
"1827","DIAZ DE SANTOS
","134
","01/01/2009
",1827
"1828","DIAZ DE SANTOS
","224
","01/01/2007
",1828
"1829","DIAZ DE SANTOS
","264
","01/01/2006
",1829
"1830","DIAZ DE SANTOS
","264
","01/01/2008
",1830
"1831","DIAZ DE SANTOS
","376
","01/01/2005
",1831
"1832","DIAZ DE SANTOS
","160
","01/01/2006
",1832
"1833","DIAZ DE SANTOS
","254
","01/01/2005
",1833
"1834","DIAZ DE SANTOS
","264
","01/01/2008
",1834
"1835","DIAZ DE SANTOS
","136
","01/01/2005
",1835
"1836","DIAZ DE SANTOS
","160
","01/01/2008
",1836
"1837","DIAZ DE SANTOS
","416
","01/01/2005
",1837
"1838","DIAZ DE SANTOS
","144
","01/01/2005
",1838
"1839","DIAZ DE SANTOS
","192
","01/01/2005
",1839
"1840","DIAZ DE SANTOS
","272
","01/01/2005
",1840
"1841","DIAZ DE SANTOS
","248
","01/01/2003
",1841
"1842","DIAZ DE SANTOS
","216
","01/01/2001
",1842
"1843","DIAZ DE SANTOS
","264
","01/01/2001
",1843
"1844","DIAZ DE SANTOS
","384
","01/01/1999
",1844
"1845","UNIV. NAC. DE QUILMES
","714
","01/01/2018
",1845
"1846","UNIV. NAC. DE QUILMES
","158
","01/01/2014
",1846
"1847","INDICIOS
","288
","01/01/2022
",1847
"1848","CONTINENTE SRL
","256
","01/01/2022
",1848
"1849","YUMP SRL
","10
","01/01/2022
",1849
"1850","GRAN ALDEA
","108
","01/01/2021
",1850
"1851","LID
","128
","01/01/2017
",1851
"1852","LID
","262
","01/01/2017
",1852
"1853","LID
","176
","01/01/2016
",1853
"1854","LID
","296
","01/01/2017
",1854
"1855","LID
","328
","01/01/2019
",1855
"1856","LID
","220
","01/01/2018
",1856
"1857","FERNANDO CEJAS
","128
","01/01/2019
",1857
"1858","TEMAS GRUPO EDITORIAL
","160
","01/01/2019
",1858
"1859","TEMAS GRUPO EDITORIAL
","176
","01/01/2017
",1859
"1860","TEMAS GRUPO EDITORIAL
","340
","01/01/2017
",1860
"1861","TEMAS GRUPO EDITORIAL
","240
","01/01/2017
",1861
"1862","TEMAS GRUPO EDITORIAL
","340
","01/01/2015
",1862
"1863","EMPRESA ACTIVA
","224
","01/01/2022
",1863
"1864","EMPRESA ACTIVA
","240
","01/01/2022
",1864
"1865","EMPRESA ACTIVA
","224
","01/01/2022
",1865
"1866","EMPRESA ACTIVA
","224
","01/01/2022
",1866
"1867","EMPRESA ACTIVA
","288
","01/01/2022
",1867
"1868","EMPRESA ACTIVA
","320
","01/01/2022
",1868
"1869","PLUMA DIGITAL E. DE PACHECO CARLOS OSVAL
","152
","01/01/2019
",1869
"1870","LID EDITORIAL ARGENTINA ( LEA )
","192
","01/01/2013
",1870
"1871","VIAF S.A.
","10
","01/01/2013
",1871
"1872","PIRAMIDE
","168
","01/01/2001
",1872
"1873","HERRAMIENTA EDICIONES
","272
","01/01/2018
",1873
"1874","GRAN ALDEA
","388
","01/01/2019
",1874
"1875","GRAN ALDEA
","208
","01/01/2017
",1875
"1876","INNOVAR
","168
","01/01/2016
",1876
"1877","INNOVAR
","168
","01/01/2005
",1877
"1878","PIRAMIDE
","10
","01/01/2010
",1878
"1879","TEMAS GRUPO EDITORIAL
","154
","01/01/2014
",1879
"1880","TEMAS GRUPO EDITORIAL
","208
","01/01/2014
",1880
"1881","TEMAS GRUPO EDITORIAL
","168
","01/01/2014
",1881
"1882","TEMAS GRUPO EDITORIAL
","214
","01/01/2013
",1882
"1883","TEMAS GRUPO EDITORIAL
","198
","01/01/2012
",1883
"1884","TEMAS GRUPO EDITORIAL
","292
","01/01/2012
",1884
"1885","SAGUNTO
","298
","01/01/2010
",1885
"1886","GRAN ALDEA
","152
","01/01/2007
",1886
"1887","GRAN ALDEA
","188
","01/01/2009
",1887
"1888","REVERTE
","10
","01/01/2018
",1888
"1889","REVERTE
","10
","01/01/2015
",1889
"1890","REVERTE
","10
","01/01/2013
",1890
"1891","PARANINFO
","10
","01/01/2014
",1891
"1892","PARANINFO
","136
","01/01/2016
",1892
"1893","PARANINFO
","10
","01/01/2016
",1893
"1894","PARANINFO
","476
","01/01/2019
",1894
"1895","PARANINFO
","218
","01/01/2017
",1895
"1896","MARCOMBO
","172
","01/01/2019
",1896
"1897","PARANINFO
","262
","01/01/2016
",1897
"1898","ALFAOMEGA GRUPO EDITOR
","108
","01/01/2017
",1898
"1899","PARANINFO
","1008
","01/01/2017
",1899
"1900","DE LOS CUATRO VIENTOS EDITORIAL
","96
","01/01/2022
",1900
"1901","DE LOS CUATRO VIENTOS EDITORIAL
","224
","01/01/2022
",1901
"1902","MARCOMBO
","136
","01/01/2000
",1902
"1903","DE LOS CUATRO VIENTOS EDITORIAL
","164
","01/01/2017
",1903
"1904","AGUILAR
","198
","01/01/2010
",1904
"1905","ERREPAR
","10
","01/01/2018
",1905
"1906","ERREPAR
","264
","01/01/2019
",1906
"1907","ERREPAR
","10
","01/01/2020
",1907
"1908","ERREPAR
","520
","01/01/2019
",1908
"1909","ERREPAR
","10
","01/01/2020
",1909
"1910","ERREPAR
","1088
","01/01/2007
",1910
"1911","ALIANZA
","582
","01/01/2009
",1911
"1912","MCGRAW-HILL
","224
","01/01/2007
",1912
"1913","C.E.C.S.A.
","192
","01/01/2008
",1913
"1914","PLATAFORMA EDITORIAL
","336
","01/01/2021
",1914
"1915","PLATAFORMA EDITORIAL
","184
","01/01/2022
",1915
"1916","PROFIT
","328
","01/01/2022
",1916
"1917","PROFIT
","162
","01/01/2022
",1917
"1918","PROFIT
","160
","01/01/2022
",1918
"1919","PROFIT
","256
","01/01/2022
",1919
"1920","PROFIT
","208
","01/01/2022
",1920
"1921","PROFIT
","256
","01/01/2021
",1921
"1922","PROFIT
","296
","01/01/2022
",1922
"1923","PLATAFORMA EDITORIAL
","152
","01/01/2022
",1923
"1924","ALFAOMEGA GRUPO EDITOR ARGENTINO S.A.
","368
","01/01/2017
",1924
"1925","TEMAS GRUPO EDITORIAL
","186
","01/01/2010
",1925
"1926","TEMAS GRUPO EDITORIAL
","178
","01/01/2008
",1926
"1927","TEMAS GRUPO EDITORIAL
","204
","01/01/2008
",1927
"1928","TEMAS GRUPO EDITORIAL
","440
","01/01/2010
",1928
"1929","TEMAS GRUPO EDITORIAL
","224
","01/01/2008
",1929
"1930","TEMAS GRUPO EDITORIAL
","622
","01/01/2007
",1930
"1931","TEMAS GRUPO EDITORIAL
","218
","01/01/2007
",1931
"1932","TEMAS GRUPO EDITORIAL
","368
","01/01/2007
",1932
"1933","PROFIT
","328
","01/01/2020
",1933
"1934","PROFIT
","160
","01/01/2020
",1934
"1935","REVERTE
","10
","01/01/2021
",1935
"1936","REVERTE
","192
","01/01/2021
",1936
"1937","REVERTE
","240
","01/01/2021
",1937
"1938","REVERTE
","288
","01/01/2021
",1938
"1939","REVERTE
","136
","01/01/2022
",1939
"1940","PROFIT
","120
","01/01/2022
",1940
"1941","PROFIT
","192
","01/01/2022
",1941
"1942","PROFIT
","216
","01/01/2022
",1942
"1943","PROFIT
","192
","01/01/2022
",1943
"1944","PROFIT
","192
","01/01/2020
",1944
"1945","PROFIT
","200
","01/01/2020
",1945
"1946","PROFIT
","196
","01/01/2020
",1946
"1947","PROFIT
","208
","01/01/2020
",1947
"1948","REVERTE
","320
","01/01/2022
",1948
"1949","REVERTE
","10
","01/01/2023
",1949
"1950","PROFIT
","192
","01/01/2020
",1950
"1951","PROFIT
","168
","01/01/2020
",1951
"1952","REVERTE
","10
","01/01/2022
",1952
"1953","PROFIT
","416
","01/01/2020
",1953
"1954","REVERTE
","10
","01/01/2022
",1954
"1955","REVERTE
","128
","01/01/2021
",1955
"1956","HOAKI
","216
","01/01/2020
",1956
"1957","KOLIMA
","272
","01/01/2019
",1957
"1958","KOLIMA
","336
","01/01/2020
",1958
"1959","PROFIT
","240
","01/01/2019
",1959
"1960","PROFIT
","240
","01/01/2019
",1960
"1961","PROFIT
","272
","01/01/2020
",1961
"1962","PROFIT
","216
","01/01/2019
",1962
"1963","PROFIT
","128
","01/01/2019
",1963
"1964","PROFIT
","304
","01/01/2020
",1964
"1965","AMAT
","380
","01/01/2018
",1965
"1966","PROFIT
","352
","01/01/2022
",1966
"1967","PROFIT
","464
","01/01/2019
",1967
"1968","PROFIT
","224
","01/01/2018
",1968
"1969","PROFIT
","248
","01/01/2018
",1969
"1970","AMAT
","224
","01/01/2019
",1970
"1971","MALPASO
","336
","01/01/2018
",1971
"1972","UNIV. CATOLICA DE SANTA FE
","68
","01/01/2019
",1972
"1973","UNIV. CATOLICA DE SANTA FE
","68
","01/01/2018
",1973
"1974","SIRIO
","428
","01/01/2018
",1974
"1975","PROFIT
","10
","01/01/2017
",1975
"1976","PROFIT
","160
","01/01/2018
",1976
"1977","PROFIT
","144
","01/01/2017
",1977
"1978","PROFIT
","176
","01/01/2018
",1978
"1979","PROFIT
","224
","01/01/2016
",1979
"1980","PLATAFORMA EDITORIAL
","328
","01/01/2017
",1980
"1981","EMPRESA ACTIVA
","256
","01/01/2022
",1981
"1982","EMPRESA ACTIVA
","256
","01/01/2022
",1982
"1983","KOLIMA
","264
","01/01/2019
",1983
"1984","KOLIMA
","490
","01/01/2018
",1984
"1985","PROFIT
","328
","01/01/2019
",1985
"1986","PROFIT
","240
","01/01/2018
",1986
"1987","PROFIT
","224
","01/01/2018
",1987
"1988","PROFIT
","160
","01/01/2017
",1988
"1989","PROFIT
","168
","01/01/2017
",1989
"1990","PROFIT
","168
","01/01/2018
",1990
"1991","PROFIT
","224
","01/01/2018
",1991
"1992","PROFIT
","192
","01/01/2018
",1992
"1993","PROFIT
","176
","01/01/2018
",1993
"1994","PROFIT
","208
","01/01/2018
",1994
"1995","PROFIT
","192
","01/01/2017
",1995
"1996","DEXTRA
","274
","01/01/2018
",1996
"1997","DEXTRA
","506
","01/01/2018
",1997
"1998","PLATAFORMA EDITORIAL
","112
","01/01/2016
",1998
