"","editorial","paginas","anio","id_libro"
"522","PARANINFO
","10
","01/01/2014
",522
"523","PARANINFO
","10
","01/01/2016
",523
"524","TAHIEL EDICIONES
","170
","01/01/2020
",524
"525","DUNKEN SRL
","10
","01/01/2021
",525
"526","GEDISA
","144
","01/01/2005
",526
"527","GEDISA
","144
","01/01/2005
",527
"528","GEDISA
","176
","01/01/2009
",528
"529","GEDISA
","192
","01/01/2005
",529
"530","GEDISA
","160
","01/01/2005
",530
"531","ALGABA
","240
","01/01/2003
",531
"532","ANTONI BOSCH
","350
","01/01/2017
",532
"533","GEDISA
","214
","01/01/2017
",533
"534","REVERTE
","10
","01/01/2018
",534
"535","ANTONI BOSCH
","538
","01/01/2018
",535
"536","REVERTE
","320
","01/01/2019
",536
"537","REVERTE
","320
","01/01/2019
",537
"538","REVERTE
","10
","01/01/2019
",538
"539","REVERTE
","306
","01/01/2019
",539
"540","REVERTE
","308
","01/01/2019
",540
"541","REVERTE
","150
","01/01/2019
",541
"542","TEBAR
","264
","01/01/2019
",542
"543","ANTONI BOSCH
","206
","01/01/2019
",543
"544","REVERTE
","10
","01/01/2018
",544
"545","REVERTE
","182
","01/01/2017
",545
"546","REVERTE
","192
","01/01/2016
",546
"547","STARBOOKS
","144
","01/01/2011
",547
"548","STARBOOKS
","548
","01/01/2009
",548
"549","STARBOOKS
","136
","01/01/2010
",549
"550","STARBOOKS
","192
","01/01/2010
",550
"551","STARBOOKS
","392
","01/01/2010
",551
"552","STARBOOKS
","172
","01/01/2010
",552
"553","ANTONI BOSCH
","216
","01/01/2010
",553
"554","ANTONI BOSCH
","174
","01/01/2009
",554
"555","NAGRELA EDICIONES
","160
","01/01/2020
",555
"556","DE INTERVENCION CULTURAL
","206
","01/01/2010
",556
"557","DE INTERVENCION CULTURAL
","466
","01/01/2010
",557
"558","DE INTERVENCION CULTURAL
","206
","01/01/2010
",558
"559","ANTONI BOSCH
","160
","01/01/2004
",559
"560","ANTONI BOSCH
","856
","01/01/2003
",560
"561","ANTONI BOSCH
","448
","01/01/2001
",561
"562","ANTONI BOSCH
","280
","01/01/2001
",562
"563","CLARIDAD
","366
","01/01/2010
",563
"564","LEA
","192
","01/01/2018
",564
"565","USERS
","320
","01/01/2015
",565
"566","ANTONI BOSCH
","354
","01/01/2019
",566
"567","EDICIONES LOGOS
","224
","01/01/2017
",567
"568","DIAZ DE SANTOS
","364
","01/01/2021
",568
"569","DIAZ DE SANTOS
","252
","01/01/2021
",569
"570","DIAZ DE SANTOS
","222
","01/01/2021
",570
"571","ANTONI BOSCH
","556
","01/01/2013
",571
"572","ANTONI BOSCH
","280
","01/01/2016
",572
"573","DIAZ DE SANTOS
","216
","01/01/2022
",573
"574","DIAZ DE SANTOS
","197
","01/01/2022
",574
"575","COOPERATIVAS
","88
","01/01/2012
",575
"576","DIAZ DE SANTOS
","110
","01/01/2022
",576
"577","DIAZ DE SANTOS
","264
","01/01/2022
",577
"578","COOPERATIVAS
","194
","01/01/2011
",578
"579","COOPERATIVAS
","80
","01/01/2011
",579
"580","DIAZ DE SANTOS
","288
","01/01/2021
",580
"581","COOPERATIVAS
","266
","01/01/2010
",581
"582","DIAZ DE SANTOS
","276
","01/01/2017
",582
"583","ANTONI BOSCH
","338
","01/01/1999
",583
"584","DIAZ DE SANTOS
","472
","01/01/2017
",584
"585","DIAZ DE SANTOS
","316
","01/01/2017
",585
"586","ANTONI BOSCH
","304
","01/01/2000
",586
"587","ANTONI BOSCH
","114
","01/01/1997
",587
"588","ANTONI BOSCH
","548
","01/01/1996
",588
"589","ANTONI BOSCH
","768
","01/01/1993
",589
"590","MUNDI-PRENSA
","184
","01/01/2019
",590
"591","MUNDI-PRENSA
","10
","01/01/2016
",591
"592","GESTION 2000
","176
","01/01/1997
",592
"593","GESTION 2000
","184
","01/01/1993
",593
"594","DIAZ DE SANTOS
","168
","01/01/1994
",594
"595","DIAZ DE SANTOS
","176
","01/01/2005
",595
"596","DIAZ DE SANTOS
","168
","01/01/2005
",596
"597","DIAZ DE SANTOS
","10
","01/01/2003
",597
"598","DIAZ DE SANTOS
","336
","01/01/2005
",598
"599","DIAZ DE SANTOS
","160
","01/01/2004
",599
"600","MUNDI-PRENSA
","924
","01/01/2006
",600
"601","DIAZ DE SANTOS
","176
","01/01/2004
",601
"602","DIAZ DE SANTOS
","320
","01/01/2004
",602
"603","COOPERATIVAS
","326
","01/01/2013
",603
"604","COOPERATIVAS
","326
","01/01/2013
",604
"605","DIAZ DE SANTOS
","176
","01/01/2004
",605
"606","DIAZ DE SANTOS
","224
","01/01/2004
",606
"607","DIAZ DE SANTOS
","304
","01/01/2004
",607
"608","DIAZ DE SANTOS
","176
","01/01/2004
",608
"609","DIAZ DE SANTOS
","256
","01/01/2004
",609
"610","DIAZ DE SANTOS
","240
","01/01/2004
",610
"611","DIAZ DE SANTOS
","184
","01/01/2004
",611
"612","DIAZ DE SANTOS
","192
","01/01/2004
",612
"613","DIAZ DE SANTOS
","208
","01/01/2003
",613
"614","DIAZ DE SANTOS
","416
","01/01/2003
",614
"615","DIAZ DE SANTOS
","272
","01/01/2003
",615
"616","DIAZ DE SANTOS
","428
","01/01/2002
",616
"617","DIAZ DE SANTOS
","996
","01/01/2011
",617
"618","DIAZ DE SANTOS
","320
","01/01/2001
",618
"619","DIAZ DE SANTOS
","304
","01/01/2001
",619
"620","DIAZ DE SANTOS
","288
","01/01/2010
",620
"621","DIAZ DE SANTOS
","176
","01/01/2010
",621
"622","DIAZ DE SANTOS
","264
","01/01/2001
",622
"623","DIAZ DE SANTOS
","254
","01/01/2000
",623
"624","DIAZ DE SANTOS
","268
","01/01/2001
",624
"625","DIAZ DE SANTOS
","348
","01/01/2010
",625
"626","DIAZ DE SANTOS
","500
","01/01/2000
",626
"627","DIAZ DE SANTOS
","107
","01/01/2000
",627
"628","DIAZ DE SANTOS
","98
","01/01/2000
",628
"629","DIAZ DE SANTOS
","214
","01/01/1999
",629
"630","DIAZ DE SANTOS
","384
","01/01/2009
",630
"631","DIAZ DE SANTOS
","240
","01/01/2009
",631
"632","DIAZ DE SANTOS
","352
","01/01/2009
",632
"633","DIAZ DE SANTOS
","358
","01/01/2008
",633
"634","DIAZ DE SANTOS
","176
","01/01/2008
",634
"635","DIAZ DE SANTOS
","184
","01/01/1997
",635
"636","DIAZ DE SANTOS
","280
","01/01/2008
",636
"637","IPS
","224
","01/01/2019
",637
"638","DIAZ DE SANTOS
","274
","01/01/2010
",638
"639","DIAZ DE SANTOS
","232
","01/01/2008
",639
"640","EDUNLA
","10
","01/01/2021
",640
"641","DIAZ DE SANTOS
","264
","01/01/2008
",641
"642","DIAZ DE SANTOS
","144
","01/01/2008
",642
"643","DIAZ DE SANTOS
","312
","01/01/1997
",643
"644","DIAZ DE SANTOS
","376
","01/01/2008
",644
"645","JORGE WALDHUTER
","264
","01/01/2015
",645
"646","DIAZ DE SANTOS
","784
","01/01/2008
",646
"647","DIAZ DE SANTOS
","240
","01/01/1997
",647
"648","DIAZ DE SANTOS
","236
","01/01/2007
",648
"649","DIAZ DE SANTOS
","238
","01/01/1997
",649
"650","DIAZ DE SANTOS
","280
","01/01/2007
",650
"651","DIAZ DE SANTOS
","204
","01/01/1998
",651
"652","DIAZ DE SANTOS
","144
","01/01/2007
",652
"653","DIAZ DE SANTOS
","270
","01/01/2007
",653
"654","DIAZ DE SANTOS
","190
","01/01/2007
",654
"655","DIAZ DE SANTOS
","168
","01/01/2007
",655
"656","EDUNLA COOPERATIVA
","344
","01/01/2019
",656
"657","DIAZ DE SANTOS
","126
","01/01/2007
",657
"658","DIAZ DE SANTOS
","304
","01/01/2007
",658
"659","DIAZ DE SANTOS
","256
","01/01/2006
",659
"660","DIAZ DE SANTOS
","96
","01/01/2006
",660
"661","DIAZ DE SANTOS
","160
","01/01/2006
",661
"662","DIAZ DE SANTOS
","112
","01/01/2006
",662
"663","DIAZ DE SANTOS
","194
","01/01/2006
",663
"664","DIAZ DE SANTOS
","336
","01/01/2006
",664
"665","DIAZ DE SANTOS
","312
","01/01/2006
",665
"666","DIAZ DE SANTOS
","88
","01/01/2005
",666
"667","DIAZ DE SANTOS
","176
","01/01/2005
",667
"668","DIAZ DE SANTOS
","384
","01/01/2005
",668
"669","DIAZ DE SANTOS
","364
","01/01/1995
",669
"670","DIAZ DE SANTOS
","420
","01/01/2005
",670
"671","DIAZ DE SANTOS
","244
","01/01/1997
",671
"672","LID EDITORIAL ARGENTINA ( LEA )
","238
","01/01/2013
",672
"673","FERNANDO CEJAS
","151
","01/01/2022
",673
"674","FERNANDO CEJAS
","351
","01/01/2022
",674
"675","JORGE WALDHUTER
","192
","01/01/2015
",675
"676","EDAF
","334
","01/01/2008
",676
"677","EDAF
","288
","01/01/2018
",677
"678","LECTORUM – UGERMAN
","248
","01/01/2008
",678
"679","SERENDIPIDAD
","10
","01/01/2019
",679
"680","INNOVAR
","168
","01/01/2016
",680
"681","MUCHO GUSTO
","10
","01/01/2023
",681
"682","MUCHO GUSTO
","104
","01/01/2018
",682
"683","PIRAMIDE
","240
","01/01/2010
",683
"684","MUCHO GUSTO
","388
","01/01/2014
",684
"685","MUCHO GUSTO
","416
","01/01/2013
",685
"686","MUCHO GUSTO
","444
","01/01/2012
",686
"687","PIRAMIDE
","300
","01/01/2009
",687
"688","UNIV. NAC. DE LANUS
","140
","01/01/2019
",688
"689","PIRAMIDE
","10
","01/01/2008
",689
"690","EUNSA
","398
","01/01/2022
",690
"691","PIRAMIDE
","232
","01/01/2000
",691
"692","FOX ANDINA
","192
","01/01/2012
",692
"693","PIRAMIDE
","496
","01/01/1998
",693
"694","PIRAMIDE
","352
","01/01/1998
",694
"695","PIRAMIDE
","384
","01/01/1996
",695
"696","EUNSA
","176
","01/01/2022
",696
"697","EUNSA
","10
","01/01/2022
",697
"698","EUNSA
","460
","01/01/2022
",698
"699","EUNSA
","202
","01/01/2022
",699
"700","EUNSA
","162
","01/01/2022
",700
"701","EUNSA
","264
","01/01/2022
",701
"702","PARANINFO
","10
","01/01/2014
",702
"703","PARANINFO
","10
","01/01/2014
",703
"704","REVERTE
","366
","01/01/2003
",704
"705","OMEGA
","10
","01/01/2013
",705
"706","REVERTE
","522
","01/01/2017
",706
"707","REVERTE
","562
","01/01/2008
",707
"708","REVERTE
","540
","01/01/2011
",708
"709","REVERTE
","10
","01/01/2014
",709
"710","TECNOS
","10
","01/01/2007
",710
"711","REVERTE
","592
","01/01/2008
",711
"712","REVERTE
","248
","01/01/2010
",712
"713","REVERTE
","554
","01/01/2008
",713
"714","PARANINFO
","10
","01/01/2014
",714
"715","EDUCA
","456
","01/01/2007
",715
"716","PARANINFO
","270
","01/01/2016
",716
"717","REVERTE
","624
","01/01/2006
",717
"718","PARANINFO
","208
","01/01/2019
",718
"719","REVERTE
","592
","01/01/2011
",719
"720","REVERTE
","636
","01/01/2013
",720
"721","REVERTE
","700
","01/01/2013
",721
"722","PARANINFO
","10
","01/01/2016
",722
"723","NUEVA LIBRERIA
","332
","01/01/2005
",723
"724","PARANINFO
","10
","01/01/2016
",724
"725","PARANINFO
","10
","01/01/2016
",725
"726","PARANINFO
","174
","01/01/2016
",726
"727","TECNOS
","312
","01/01/1994
",727
"728","PARANINFO
","188
","01/01/2016
",728
"729","PARANINFO
","188
","01/01/2016
",729
"730","PARANINFO
","138
","01/01/2016
",730
"731","PARANINFO
","162
","01/01/2016
",731
"732","COOPERATIVAS
","124
","01/01/2007
",732
"733","PARANINFO
","130
","01/01/2016
",733
"734","PARANINFO
","146
","01/01/2016
",734
"735","PARANINFO
","248
","01/01/2019
",735
"736","PARANINFO
","10
","01/01/2016
",736
"737","PARANINFO
","192
","01/01/2016
",737
"738","PARANINFO
","10
","01/01/2014
",738
"739","PARANINFO
","10
","01/01/2014
",739
"740","PARANINFO
","304
","01/01/2016
",740
"741","REVERTE
","10
","01/01/2014
",741
"742","PARANINFO
","10
","01/01/2014
",742
"743","PARANINFO
","138
","01/01/2019
",743
"744","COOPERATIVAS
","120
","01/01/2004
",744
"745","PARANINFO
","204
","01/01/2016
",745
"746","MARCOMBO
","232
","01/01/1999
",746
"747","COOPERATIVAS
","394
","01/01/2003
",747
"748","MARCOMBO
","128
","01/01/1998
",748
"749","MARCOMBO
","172
","01/01/1998
",749
"750","PARANINFO
","236
","01/01/2019
",750
"751","MARCOMBO
","200
","01/01/1996
",751
"752","MARCOMBO
","192
","01/01/2000
",752
"753","MARCOMBO
","296
","01/01/2000
",753
"754","PARANINFO
","10
","01/01/2014
",754
"755","PARANINFO
","224
","01/01/2019
",755
"756","PARANINFO
","124
","01/01/2017
",756
"757","PARANINFO
","144
","01/01/2017
",757
"758","PARANINFO
","170
","01/01/2019
",758
"759","PARANINFO
","182
","01/01/2019
",759
"760","PARANINFO
","102
","01/01/2017
",760
"761","DUNKEN SRL
","340
","01/01/2012
",761
"762","PARANINFO
","260
","01/01/2019
",762
"763","PARANINFO
","290
","01/01/2019
",763
"764","PARANINFO
","10
","01/01/2016
",764
"765","PARANINFO
","10
","01/01/2014
",765
"766","MARCOMBO
","244
","01/01/2021
",766
"767","PARANINFO
","176
","01/01/2019
",767
"768","PARANINFO
","10
","01/01/2014
",768
"769","PARANINFO
","226
","01/01/2019
",769
"770","PARANINFO
","10
","01/01/2016
",770
"771","PARANINFO
","156
","01/01/2017
",771
"772","PARANINFO
","176
","01/01/2019
",772
"773","MARCOMBO
","10
","01/01/2012
",773
"774","GRUPO EDITORIAL IBEROAMERICA
","160
","01/01/1998
",774
"775","MARCOMBO
","10
","01/01/2012
",775
"776","PARANINFO
","312
","01/01/2019
",776
"777","MARCOMBO
","10
","01/01/2016
",777
"778","PARANINFO
","10
","01/01/2016
",778
"779","MARCOMBO
","60
","01/01/2016
",779
"780","GRUPO EDITORIAL IBEROAMERICA
","10
","01/01/1994
",780
"781","GRUPO EDITORIAL IBEROAMERICA
","180
","01/01/1994
",781
"782","PARANINFO
","10
","01/01/2016
",782
"783","PARANINFO
","266
","01/01/2017
",783
"784","MARCOMBO
","10
","01/01/2016
",784
"785","PARANINFO
","10
","01/01/2016
",785
"786","GRUPO EDITORIAL IBEROAMERICA
","10
","01/01/1994
",786
"787","GRUPO EDITORIAL IBEROAMERICA
","10
","01/01/1993
",787
"788","PARANINFO
","90
","01/01/2019
",788
"789","C.E.C.S.A.
","296
","01/01/2006
",789
"790","C.E.C.S.A.
","232
","01/01/2006
",790
"791","C.E.C.S.A.
","260
","01/01/2006
",791
"792","C.E.C.S.A.
","328
","01/01/2006
",792
"793","PARANINFO
","124
","01/01/2019
",793
"794","C.E.C.S.A.
","358
","01/01/2006
",794
"795","PARANINFO
","254
","01/01/2019
",795
"796","C.E.C.S.A.
","272
","01/01/2005
",796
"797","C.E.C.S.A.
","224
","01/01/2004
",797
"798","C.E.C.S.A.
","200
","01/01/2006
",798
"799","PARANINFO
","206
","01/01/2019
",799
"800","MARCOMBO
","206
","01/01/2016
",800
"801","MARCOMBO
","322
","01/01/2009
",801
"802","C.E.C.S.A.
","10
","01/01/2002
",802
"803","MARCOMBO
","198
","01/01/2021
",803
"804","C.E.C.S.A.
","232
","01/01/2000
",804
"805","C.E.C.S.A.
","240
","01/01/2001
",805
"806","C.E.C.S.A.
","326
","01/01/2001
",806
"807","C.E.C.S.A.
","184
","01/01/2000
",807
"808","C.E.C.S.A.
","208
","01/01/2000
",808
"809","ARQUINE + RM
","216
","01/01/2006
",809
"810","MCGRAW-HILL
","244
","01/01/1998
",810
"811","MCGRAW-HILL
","794
","01/01/2009
",811
"812","MCGRAW-HILL
","600
","01/01/2009
",812
"813","MCGRAW-HILL
","612
","01/01/2009
",813
"814","C.E.C.S.A.
","248
","01/01/2008
",814
"815","C.E.C.S.A.
","310
","01/01/1995
",815
"816","C.E.C.S.A.
","310
","01/01/2007
",816
"817","C.E.C.S.A.
","290
","01/01/2007
",817
"818","C.E.C.S.A.
","304
","01/01/2008
",818
"819","C.E.C.S.A.
","344
","01/01/2008
",819
"820","C.E.C.S.A.
","716
","01/01/1996
",820
"821","ALIANZA
","10
","01/01/2013
",821
"822","TRILLAS
","232
","01/01/2000
",822
"823","TRILLAS
","10
","01/01/2000
",823
"824","TRILLAS
","112
","01/01/1996
",824
"825","TRILLAS
","172
","01/01/2000
",825
"826","MUNDI-PRENSA
","192
","01/01/1999
",826
"827","LIMUSA
","176
","01/01/1997
",827
"828","LUGAR EDITORIAL
","142
","01/01/2010
",828
"829","NUEVA LIBRERIA
","224
","01/01/1994
",829
"830","OVEJA NEGRA
","80
","01/01/2003
",830
"831","LUGAR EDITORIAL
","376
","01/01/2016
",831
"832","DEXTRA
","220
","01/01/2018
",832
"833","HELIASTA
","512
","01/01/2013
",833
"834","AMAT
","304
","01/01/2018
",834
"835","PLATAFORMA EDITORIAL
","336
","01/01/2020
",835
"836","REVERTE
","10
","01/01/2023
",836
"837","REVERTE
","126
","01/01/2022
",837
"838","REVERTE
","10
","01/01/2022
",838
"839","REVERTE
","10
","01/01/2022
",839
"840","REVERTE
","10
","01/01/2022
",840
"841","REVERTE
","128
","01/01/2021
",841
"842","REVERTE
","502
","01/01/2021
",842
"843","LUGAR EDITORIAL
","172
","01/01/2021
",843
"844","REVERTE
","304
","01/01/2021
",844
"845","REVERTE
","314
","01/01/2021
",845
"846","VALLETTA EDICIONES S.R.L.
","10
","01/01/2012
",846
"847","REVERTE
","448
","01/01/2021
",847
"848","DEXTRA
","280
","01/01/2022
",848
"849","DEXTRA
","120
","01/01/2022
",849
"850","DEXTRA
","270
","01/01/2022
",850
"851","LUGAR EDITORIAL
","294
","01/01/2010
",851
"852","MCGRAW-HILL
","158
","01/01/2000
",852
"853","VALLETTA EDICIONES
","10
","01/01/2021
",853
"854","VALLETTA EDICIONES
","10
","01/01/2021
",854
"855","VALLETTA EDICIONES
","240
","01/01/2021
",855
"856","VALLETTA EDICIONES
","416
","01/01/2020
",856
"857","VALLETTA EDICIONES
","10
","01/01/2019
",857
"858","VALLETTA EDICIONES
","10
","01/01/2019
",858
"859","BIBLIOTECA NUEVA
","240
","01/01/2018
",859
"860","VALLETTA EDICIONES
","412
","01/01/2018
",860
"861","VALLETTA EDICIONES
","10
","01/01/2009
",861
"862","VALLETTA EDICIONES
","178
","01/01/2008
",862
"863","UNIV. NAC. DEL CENTRO DE LA PCIA. DE BS.
","160
","01/01/2006
",863
"864","DEXTRA
","192
","01/01/2018
",864
"865","RM
","112
","01/01/2018
",865
"866","DEXTRA
","328
","01/01/2018
",866
"867","UNIR
","272
","01/01/2019
",867
"868","UNIR
","248
","01/01/2019
",868
"869","UNIR
","254
","01/01/2019
",869
"870","UNIR
","162
","01/01/2019
",870
"871","UNIR
","432
","01/01/2019
",871
"872","SELLO
","160
","01/01/2014
",872
"873","PROFIT
","240
","01/01/2017
",873
"874","EMPRESA ACTIVA
","10
","01/01/2021
",874
"875","PROFIT
","352
","01/01/2018
",875
"876","UNIR
","328
","01/01/2019
",876
"877","MACRO
","184
","01/01/2018
",877
"878","MALINKA
","64
","01/01/2017
",878
"879","MACRO
","10
","01/01/2013
",879
"880","MALINKA
","64
","01/01/2017
",880
"881","IMAGO MUNDI
","150
","01/01/2018
",881
"882","GRANICA
","413
","01/01/2017
",882
"883","MACRO
","10
","01/01/2013
",883
"884","MACRO
","141
","01/01/2018
",884
"885","CLARIDAD
","256
","01/01/2008
",885
"886","MACRO
","173
","01/01/2018
",886
"887","MACRO
","10
","01/01/2013
",887
"888","MACRO
","147
","01/01/2018
",888
"889","MACRO
","150
","01/01/2018
",889
"890","GALERNA
","358
","01/01/2020
",890
"891","MACRO
","351
","01/01/2018
",891
"892","MACRO
","428
","01/01/2018
",892
"893","GRANICA
","152
","01/01/2011
",893
"894","GRANICA
","144
","01/01/2009
",894
"895","MACRO
","10
","01/01/2012
",895
"896","CLARIDAD
","192
","01/01/2007
",896
"897","MCGRAW-HILL
","10
","01/01/2015
",897
"898","EDICIONES B
","208
","01/01/2013
",898
"899","MCGRAW-HILL
","10
","01/01/2015
",899
"900","MCGRAW-HILL
","664
","01/01/2000
",900
"901","MCGRAW-HILL
","752
","01/01/2000
",901
"902","MCGRAW-HILL
","512
","01/01/2000
",902
"903","MCGRAW-HILL
","480
","01/01/2000
",903
"904","MCGRAW-HILL
","306
","01/01/2011
",904
"905","GRANICA
","256
","01/01/2005
",905
"906","MCGRAW-HILL
","560
","01/01/2000
",906
"907","MCGRAW-HILL
","394
","01/01/2011
",907
"908","MACRO
","280
","01/01/2016
",908
"909","MACRO
","304
","01/01/2018
",909
"910","MACRO
","351
","01/01/2018
",910
"911","MACRO
","294
","01/01/2016
",911
"912","MACRO
","390
","01/01/2018
",912
"913","MACRO
","390
","01/01/2018
",913
"914","MACRO
","10
","01/01/2018
",914
"915","MACRO
","10
","01/01/2018
",915
"916","RA-MA
","596
","01/01/2007
",916
"917","MACRO
","10
","01/01/2018
",917
"918","MACRO
","267
","01/01/2018
",918
"919","MACRO
","10
","01/01/2016
",919
"920","REVERTE
","196
","01/01/2009
",920
"921","MACRO
","301
","01/01/2018
",921
"922","CLARIDAD
","224
","01/01/2011
",922
"923","MUNDI-PRENSA
","10
","01/01/1994
",923
"924","MACRO
","180
","01/01/2014
",924
"925","MUNDI-PRENSA
","10
","01/01/1995
",925
"926","MUNDI-PRENSA
","10
","01/01/1995
",926
"927","MUNDI-PRENSA
","10
","01/01/1995
",927
"928","ESIC
","832
","01/01/2008
",928
"929","ESIC
","460
","01/01/2008
",929
"930","ESIC
","244
","01/01/2008
",930
"931","GEDISA
","192
","01/01/2003
",931
"932","ESIC
","188
","01/01/2008
",932
"933","GEDISA
","176
","01/01/1996
",933
"934","ESIC
","136
","01/01/2008
",934
"935","ESIC
","256
","01/01/2008
",935
"936","ESIC
","380
","01/01/2007
",936
"937","ESIC
","242
","01/01/2007
",937
"938","ESIC
","240
","01/01/2007
",938
"939","ESIC
","140
","01/01/2007
",939
"940","ESIC
","808
","01/01/2006
",940
"941","ESIC
","300
","01/01/2006
",941
"942","HARPER COLLINS
","240
","01/01/2019
",942
"943","ESIC
","356
","01/01/2006
",943
"944","ESIC
","204
","01/01/2008
",944
"945","ESIC
","352
","01/01/2007
",945
"946","ESIC
","392
","01/01/2006
",946
"947","ESIC
","150
","01/01/2005
",947
"948","ESIC
","312
","01/01/2004
",948
"949","ESIC
","448
","01/01/2003
",949
"950","ESIC
","276
","01/01/2002
",950
"951","ESIC
","318
","01/01/2001
",951
"952","ESIC
","392
","01/01/2000
",952
"953","ESIC
","448
","01/01/2000
",953
"954","ESIC
","192
","01/01/2000
",954
"955","GRUPO NELSON
","224
","01/01/2018
",955
"956","ESIC
","540
","01/01/1998
",956
"957","ESIC
","192
","01/01/1997
",957
"958","ESIC
","10
","01/01/2000
",958
"959","TEBAR
","510
","01/01/2022
",959
"960","TEBAR
","236
","01/01/2022
",960
"961","VALLETTA EDICIONES
","490
","01/01/2022
",961
"962","VALLETTA EDICIONES
","400
","01/01/2022
",962
"963","TEBAR
","248
","01/01/2022
",963
"964","TEBAR
","160
","01/01/2019
",964
"965","MCGRAW-HILL
","430
","01/01/1992
",965
"966","TEBAR
","196
","01/01/2019
",966
"967","TEBAR
","234
","01/01/2019
",967
"968","TEBAR
","206
","01/01/2019
",968
"969","TEBAR
","168
","01/01/2019
",969
"970","TEBAR
","336
","01/01/2019
",970
"971","TEBAR
","206
","01/01/2019
",971
"972","TEBAR
","200
","01/01/2019
",972
"973","VALLETTA EDICIONES
","410
","01/01/2022
",973
"974","MUNDI-PRENSA
","262
","01/01/1999
",974
"975","TEBAR
","162
","01/01/2019
",975
"976","TEBAR
","406
","01/01/2019
",976
"977","TEBAR
","10
","01/01/2019
",977
"978","GEDISA
","176
","01/01/2002
",978
"979","GEDISA
","128
","01/01/2002
",979
"980","TEBAR
","536
","01/01/2019
",980
"981","GEDISA
","160
","01/01/2001
",981
"982","TEBAR
","216
","01/01/2019
",982
"983","GEDISA
","168
","01/01/2000
",983
"984","Del Fondo Editorial
","258
","01/01/2021
",984
"985","UNIV. NAC. DE LANUS
","10
","01/01/2019
",985
"986","ALIANZA
","246
","01/01/2003
",986
"987","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","446
","01/01/1998
",987
"988","TEMAS GRUPO EDITORIAL
","164
","01/01/2025
",988
"989","CAPITAL INTELECTUAL
","200
","01/01/2016
",989
"990","Unión Editorial
","276
","01/01/2023
",990
"991","Unión Editorial
","376
","01/01/2021
",991
"992","Unión Editorial
","248
","01/01/2021
",992
"993","PAIDOS
","160
","01/01/2022
",993
"994","HOEPLI EDICIONES
","10
","01/01/2025
",994
"995","HOEPLI EDICIONES
","10
","01/01/2025
",995
"996","HOEPLI EDICIONES
","10
","01/01/2025
",996
"997","HOEPLI EDICIONES
","10
","01/01/2025
",997
"998","HOEPLI EDICIONES
","10
","01/01/2025
",998
"999","HOEPLI EDICIONES
","10
","01/01/2025
",999
"1000","AGUILAR
","272
","01/01/2006
",1000
"1001","CLARETIANA
","144
","01/01/2025
",1001
"1002","KOLIMA
","10
","01/01/2025
",1002
"1003","KOLIMA
","10
","01/01/2025
",1003
"1004","GRANICA
","10
","01/01/2025
",1004
"1005","HOEPLI EDICIONES
","10
","01/01/2025
",1005
"1006","BIBLOS
","140
","01/01/2013
",1006
"1007","RA-MA
","156
","01/01/2019
",1007
"1008","EDICIONES B
","352
","01/01/2016
",1008
"1009","ALFAOMEGA GRUPO EDITOR
","400
","01/01/2021
",1009
"1010","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","144
","01/01/2015
",1010
"1011","PROFIT
","208
","01/01/2023
",1011
"1012","GRANICA
","224
","01/01/2012
",1012
"1013","LID
","264
","01/01/2023
",1013
"1014","PROFIT
","280
","01/01/2023
",1014
"1015","PROFIT
","170
","01/01/2023
",1015
"1016","EL ATENEO
","432
","01/01/2019
",1016
"1017","ANAGRAMA
","768
","01/01/2024
",1017
"1018","ERREPAR
","10
","01/01/2024
",1018
"1019","REVERTE
","416
","01/01/2024
",1019
"1020","U.A.I Editorial
","201
","01/01/2018
",1020
"1021","EUDEBA
","200
","01/01/2024
",1021
"1022","EUDEBA
","496
","01/01/2024
",1022
"1023","UGERMAN EDITOR
","10
","01/01/2024
",1023
"1024","EUDEBA
","360
","01/01/2012
",1024
"1025","EUDEBA
","400
","01/01/2015
",1025
"1026","RENACER
","240
","01/01/2024
",1026
"1027","RBA LIBROS
","320
","01/01/2024
",1027
"1028","DAIN USINA CULTURAL
","196
","01/01/2024
",1028
"1029","RENACER
","168
","01/01/2023
",1029
"1030","UGERMAN EDITOR
","134
","01/01/2024
",1030
"1031","UGERMAN EDITOR
","242
","01/01/2024
",1031
"1032","GALERNA
","208
","01/01/2024
",1032
"1033","UGERMAN EDITOR
","264
","01/01/2022
",1033
"1034","EUDEBA
","240
","01/01/2019
",1034
"1035","EUDEBA
","456
","01/01/2016
",1035
"1036","GALERNA
","336
","01/01/2023
",1036
"1037","EUDEBA
","192
","01/01/2021
",1037
"1038","LECTORUM – UGERMAN
","150
","01/01/2010
",1038
"1039","PAGINA AZUL
","195
","01/01/2023
",1039
"1040","EUDEBA
","232
","01/01/2013
",1040
"1041","EUDEBA
","296
","01/01/2017
",1041
"1042","EUDEBA
","480
","01/01/2022
",1042
"1043","EUDEBA
","344
","01/01/2016
",1043
"1044","EUDEBA
","144
","01/01/2014
",1044
"1045","EUDEBA
","500
","01/01/2007
",1045
"1046","EUDEBA
","480
","01/01/2012
",1046
"1047","EUDEBA
","288
","01/01/2019
",1047
"1048","EUDEBA
","180
","01/01/2012
",1048
"1049","EUDEBA
","384
","01/01/2015
",1049
"1050","EUDEBA
","208
","01/01/2016
",1050
