"","titulo","autor","precio","enlace","id_libro"
"1","HABLEMOS DE DINERO","CASTELLI, SABRINA","$ 37.799,00","https://cuspide.com/producto/hablemos-de-dinero/",1
"2","PADRE RICO , PADRE POBRE (25 A/OS)","KIYOSAKI, ROBERT","$ 26.999,00","https://cuspide.com/producto/padre-rico-padre-pobre-25-a-os/",2
"3","LA COCINA DE LA POLITICA ECONOMICA ARGENTINA","DE PABLO, JUAN CARLOS","$ 38.299,00","https://cuspide.com/producto/la-cocina-de-la-politica-economica-argentina/",3
"4","KAIZEN . EL METODO TOYOTA DE LA MEJORA CONTINUA","HERRERO, DANIEL","$ 28.900,00","https://cuspide.com/producto/kaizen-el-metodo-toyota-de-la-mejora-continua/",4
"5","CAPITALISMO , SOCIALISMO Y LA TRAMPA NEOCLASICA","MILEI, JAVIER","$ 38.900,00","https://cuspide.com/producto/capitalismo-socialismo-y-la-trampa-neoclasica/",5
"6","LA MEJOR MANERA DE INVERTIR","ROMERO MAIDANA, ALEJANDRO DANI...","$ 38.299,00","https://cuspide.com/producto/la-mejor-manera-de-invertir/",6
"7","QUIEN SE HA LLEVADO MI QUESO ?","JOHNSON, SPENSER","$ 30.100,00","https://cuspide.com/producto/quien-se-ha-llevado-mi-queso/",7
"8","32 HISTORIAS QUE TODO LIDER DEBERIA LEER","ZUCHOVICKI, CLAUDIO; LOIDI, JO...","$ 32.900,00","https://cuspide.com/producto/32-historias-que-todo-lider-deberia-leer/",8
"9","LOS PRIMEROS 90 DIAS","WATKINS, MICHAEL","$ 15.536,00","https://cuspide.com/producto/los-primeros-90-dias/",9
"10","SE TU PROPIO CEO","PICCIOLI, LEO","$ 28.600,00","https://cuspide.com/producto/se-tu-propio-ceo/",10
"11","TRAGUESE ESE SAPO! ED. REVISADA","TRACY, BRIAN","$ 22.200,00","https://cuspide.com/producto/traguese-ese-sapo-ed-revisada/",11
"12","LOS SECRETOS DETRAS DE LA MAGIA","LOIDI, JONATAN; GONZALEZ, JULI...","$ 34.000,00","https://cuspide.com/producto/los-secretos-detras-de-la-magia/",12
"13","PROXI + 50","CAMPANARIO, SEBASTIAN","$ 28.999,00","https://cuspide.com/producto/proxi-50/",13
"14","ARGENPLATA","TARRES, JULIETA","$ 37.799,00","https://cuspide.com/producto/argenplata/",14
"15","EL LIDER QUE NO TENIA CARGO","SHARMA, ROBIN","$ 26.599,00","https://cuspide.com/producto/el-lider-que-no-tenia-cargo/",15
"16","PADRE RICO , PADRE POBRE ( 25 AÑOS )","KIYOSAKI, ROBERT T.","$ 38.299,00","https://cuspide.com/producto/padre-rico-padre-pobre-25-anos/",16
"17","EL PODER DE SER VALIOSOS","SCHWARZENEGGER, ARNOLD","$ 24.000,00","https://cuspide.com/producto/el-poder-de-ser-valiosos/",17
"18","POR QUE FRACASAN LOS PAISES ?","ACEMOGLU, DARON","$ 27.900,00","https://cuspide.com/producto/por-que-fracasan-los-paises/",18
"19","ESTUCHE HBR 20 MINUTOS : PRINCIPIOS BASICOS",NA,"$ 39.841,00","https://cuspide.com/producto/estuche-hbr-20-minutos-principios-basicos/",19
"20","ENAMORATE DEL PROBLEMA NO DE LA SOLUCION","LEVINE, URI","$ 47.900,00","https://cuspide.com/producto/enamorate-del-problema-no-de-la-solucion/",20
"21","INQUEBRANTABLE","ROBBINS, TONY","$ 28.900,00","https://cuspide.com/producto/inquebrantable/",21
"22","DIARIO DE UN CEO","BARTLETT, STEVEN","$ 33.600,00","https://cuspide.com/producto/diario-de-un-ceo/",22
"23","EMPIEZA CON EL PORQUE","SINEK, SIMON","$ 43.900,00","https://cuspide.com/producto/empieza-con-el-porque/",23
"24","HABITOS MILLONARIOS","HILL, NAPOLEON","$ 19.900,00","https://cuspide.com/producto/habitos-millonarios/",24
"25","LA ACTITUD MENTAL POSITIVA","HILL, NAPOLEON","$ 28.599,00","https://cuspide.com/producto/la-actitud-mental-positiva/",25
"26","NUEVAS COMPETENCIAS DE COACHING APLICADAS","GOLDVARG, DAMIAN","$ 34.400,00","https://cuspide.com/producto/nuevas-competencias-de-coaching-aplicadas/",26
"27","EL CUADRANTE DEL FLUJO DEL DINERO","KIYOSAKI, ROBERT T.","$ 26.999,00","https://cuspide.com/producto/el-cuadrante-del-flujo-del-dinero/",27
"28","LA PSICOLOGIA DEL DINERO VERANO 2024-2025","HOUSEL, MORGAN","$ 18.900,00","https://cuspide.com/producto/la-psicologia-del-dinero-verano-2024-2025/",28
"29","DE INVISIBLE A INVENCIBLE","NUEZ, VILMA","$ 43.900,00","https://cuspide.com/producto/de-invisible-a-invencible/",29
"30","EL ARTE DE SUBIR ( Y BAJAR ) LA MONTAÑA","PEA, MARCOS","$ 27.190,00","https://cuspide.com/producto/el-arte-de-subir-y-bajar-la-montana/",30
"31","EL CAMINO DEL LOBO","BELFORT, JORDAN","$ 29.900,00","https://cuspide.com/producto/el-camino-del-lobo/",31
"32","LOS 7 HABITOS DE LA GENTE ALTAMENTE EFECTIVA","COVEY, STEPHEN R .","$ 28.900,00","https://cuspide.com/producto/los-7-habitos-de-la-gente-altamente-efectiva/",32
"33","DESACTIVAR LA BOMBA","HATUM, ANDRES","$ 26.999,00","https://cuspide.com/producto/desactivar-la-bomba/",33
"34","MARKETING HUMANISTICO –  HUMAN TO HUMAN H2H","KOTLER, PHILIP","$ 30.500,00","https://cuspide.com/producto/marketing-humanistico-human-to-human-h2h/",34
"35","STEVE JOBS  LECCIONES DE LIDERAZGO","ISAACSON, WALTER","$ 28.999,00","https://cuspide.com/producto/steve-jobs-lecciones-de-liderazgo/",35
"36","GPS EMPRENDEDOR","KLINKO, JOY; GOLDSTEIN, LUCIAN...","$ 28.000,00","https://cuspide.com/producto/gps-emprendedor/",36
"37","MENTALIDAD PARA INVERTIR","BATTISTA, MATIAS","$ 20.900,00","https://cuspide.com/producto/mentalidad-para-invertir/",37
"38","EXPERIMENTO LIBERTARIO","AGOSTINELLI, GUIDO","$ 37.799,00","https://cuspide.com/producto/experimento-libertario/",38
"39","EL LIBRO NEGRO DEL EMPRENDEDOR","TRIAS DE BES, FERNANDO","$ 22.300,00","https://cuspide.com/producto/el-libro-negro-del-emprendedor-2/",39
"40","MARKETING EMPRESARIAL","KOTLER, PHILIP","$ 47.900,00","https://cuspide.com/producto/marketing-empresarial/",40
"41","GUIA PARA INVERTIR","KIYOSAKI, ROBERT T.","$ 35.199,00","https://cuspide.com/producto/guia-para-invertir/",41
"42","AMAZON DESATADO","STONE, BRAD","$ 30.300,00","https://cuspide.com/producto/amazon-desatado/",42
"43","DIALOGOS CON EL CAPITAL DE MARX","PUIG SOLE, ANTONI","$ 3.100,00","https://cuspide.com/producto/dialogos-con-el-capital-de-marx/",43
"44","MEJOR NO HABLAR DE CIERTAS COSAS","HATUM, ANDRES","$ 30.500,00","https://cuspide.com/producto/mejor-no-hablar-de-ciertas-cosas/",44
"45","TU MEJOR INVERSION","ALONSO, ELENA","$ 22.900,00","https://cuspide.com/producto/tu-mejor-inversion/",45
"46","CREA TU SEGUNDO CEREBRO.","FORTE, TIAGO","$ 31.109,50","https://cuspide.com/producto/crea-tu-segundo-cerebro/",46
"47","OPTIMAL","GOLEMAN, DANIEL; CHERNISS, CAR...","$ 38.299,00","https://cuspide.com/producto/optimal/",47
"48","ROMPE LA BARRERA DEL NO","VOSS, CHRIS","$ 37.799,00","https://cuspide.com/producto/rompe-la-barrera-del-no/",48
"49","DOLARIZACION – SOLUCION PARA ARGENTINA",NA,"$ 42.000,00","https://cuspide.com/producto/dolarizacion-solucion-para-argentina/",49
"50","115 DIAS PARA DESARMAR LA BOMBA","REMES LENICOV, JORGE LUIS","$ 35.900,00","https://cuspide.com/producto/115-dias-para-desarmar-la-bomba/",50
"51","PIENSE Y HAGASE RICO . EL LEGADO","HILL, NAPOLEON","$ 29.900,00","https://cuspide.com/producto/piense-y-hagase-rico-el-legado/",51
"52","COMPUTOS Y PRESUPUESTOS","CHANDIAS, MARIO E.; RAMOS, JOS...","$ 48.000,00","https://cuspide.com/producto/computos-y-presupuestos/",52
"53","100 SECRETOS DE INNOVACION","RUA, MARTINA","$ 35.699,00","https://cuspide.com/producto/100-secretos-de-innovacion/",53
"54","ENTENDER PARA GANAR","STAMATEAS, SOFIA","$ 24.500,00","https://cuspide.com/producto/entender-para-ganar/",54
"55","ANTIMARKETING","CHEVALLIER, ANGIE","$ 21.900,00","https://cuspide.com/producto/antimarketing/",55
"56","SLOW PRODUCTIVITY","NEWPORT, CAL","$ 23.398,00","https://cuspide.com/producto/slow-productivity/",56
"57","VENDELE A LA MENTE , NO A LA GENTE","KLARIC, JURGEN","$ 27.900,00","https://cuspide.com/producto/vendele-a-la-mente-no-a-la-gente/",57
"58","PALABRAS MAGICAS","BERGER, JONAH","$ 31.147,00","https://cuspide.com/producto/palabras-magicas-3/",58
"59","QUIEN SE HA LLEVADO MI QUESO ?","JOHNSON, SPENSER","$ 30.100,00","https://cuspide.com/producto/quien-se-ha-llevado-mi-queso-2/",59
"60","ECONOMIA","PEREZ ENRRI, DANIEL","$ 8.500,00","https://cuspide.com/producto/economia-2/",60
"61","EL FIN DE LA INFLACION","MILEI, JAVIER","$ 31.900,00","https://cuspide.com/producto/el-fin-de-la-inflacion/",61
"62","FINANZAS PARA EMPRESAS COMPETITIVAS","MONDINO, DIANA","$ 41.200,00","https://cuspide.com/producto/finanzas-para-empresas-competitivas/",62
"63","INCREMENTA TU IQ FINANCIERO","KIYOSAKI, ROBERT T.","$ 26.999,00","https://cuspide.com/producto/incrementa-tu-iq-financiero/",63
"64","FUNDAMENTOS DE ECONOMIA","KRUGMAN, PAUL","$ 73.332,00","https://cuspide.com/producto/fundamentos-de-economia/",64
"65","COMO CREAR UN PLAN DE NEGOCIO",NA,"$ 17.237,00","https://cuspide.com/producto/como-crear-un-plan-de-negocio/",65
"66","TECNOFEUDALISMO","VAROUFAKIS, YANIS","$ 33.900,00","https://cuspide.com/producto/tecnofeudalismo/",66
"67","VENDETE ANTES DE VENDER","SANCHEZ, MERY","$ 21.900,00","https://cuspide.com/producto/vendete-antes-de-vender/",67
"68","LIDERAZGO + HUMANO","MELAMED, ALEJANDRO","$ 42.900,00","https://cuspide.com/producto/liderazgo-humano/",68
"69","EMPRENDE TU PROPIO NEGOCIO","TRACY, BRIAN","$ 24.699,00","https://cuspide.com/producto/emprende-tu-propio-negocio/",69
"70","EL SANTO GRIAL DE LA INVERSION","ROBBINS, TONY","$ 39.900,00","https://cuspide.com/producto/el-santo-grial-de-la-inversion/",70
"71","LIDERA !","CARNEGIE, DALE","$ 26.999,00","https://cuspide.com/producto/lidera/",71
"72","MOTOSIERRA Y CONFUSION","D' ALESSANDRO, MERCEDES","$ 37.799,00","https://cuspide.com/producto/motosierra-y-confusion/",72
"73","IMPROVISA","POYNTON, ROBERT","$ 20.500,00","https://cuspide.com/producto/improvisa/",73
"74","VALUACION DE EMPRESAS","TAPIA, GUSTAVO; AIRE, CARLOS; ...","$ 5.000,00","https://cuspide.com/producto/valuacion-de-empresas/",74
"75","LLEVATE BIEN CON TU BILLETERA","ALICHE, TIFFANY","$ 26.500,00","https://cuspide.com/producto/llevate-bien-con-tu-billetera/",75
"76","CLARIN ACTUALIZADO","NAFRIA, ISMAEL","$ 52.252,00","https://cuspide.com/producto/clarin-actualizado/",76
"77","LAS 16 LEYES DE LA COMUNICACION","MAXWELL, JOHN","$ 37.799,00","https://cuspide.com/producto/las-16-leyes-de-la-comunicacion/",77
"78","VIVIR LA COMUNICACION NO VIOLENTA","ROSENBERG, MARSHALL B.","$ 31.200,00","https://cuspide.com/producto/vivir-la-comunicacion-no-violenta/",78
"79","CONFIAR E INSPIRAR","COVEY, STEPHEN M.R.","$ 43.900,00","https://cuspide.com/producto/confiar-e-inspirar/",79
"80","EL GRAN ESCAPE","DEATON, ANGUS","$ 23.500,00","https://cuspide.com/producto/el-gran-escape/",80
"81","INTELIGENCIA EMOCIONAL EN LA EMPRESA","NACHTIGALL, PABLO","$ 32.900,00","https://cuspide.com/producto/inteligencia-emocional-en-la-empresa/",81
"82","EMPRESAS CENTRADAS EN LAS PERSONAS","CARRERA, ALEJANDRO","$ 34.600,00","https://cuspide.com/producto/empresas-centradas-en-las-personas/",82
"83","EL ESTADO EMPRENDEDOR","MAZZUCATO, MARIANA","$ 33.999,00","https://cuspide.com/producto/el-estado-emprendedor/",83
"84","EL LOBO DE LAS INVERSIONES","BELFORT, JORDAN","$ 34.100,00","https://cuspide.com/producto/el-lobo-de-las-inversiones/",84
"85","POR QUE EL CAPITALISMO PUEDE SOÑAR Y NOSOTROS NO ?","GALLIANO, ALEJANDRO","$ 18.990,00","https://cuspide.com/producto/por-que-el-capitalismo-puede-sonar-y-nosotros-no/",85
"86","EL MUNDO DE LAS CRIPTOMONEDAS ( BLOCKCHAIN ) Y OTROS MEDIOS DE PAGO","FASOLA, ERNESTO","$ 35.000,00","https://cuspide.com/producto/el-mundo-de-las-criptomonedas-blockchain-y-otros-medios-de-pago/",86
"87","LA ECONOMIA ARGENTINA","FERRER, ALDO","$ 39.000,00","https://cuspide.com/producto/la-economia-argentina/",87
"88","MANAGEMENT EN 20 MINUTOS : COMO DELEGAR",NA,"$ 15.536,00","https://cuspide.com/producto/management-en-20-minutos-como-delegar/",88
"89","TU PLANIFICADOR DE HORARIOS","NEWPORT, CAL","$ 15.536,00","https://cuspide.com/producto/tu-planificador-de-horarios/",89
"90","PNL – MAPAS PARA EL CAMBIO","PLATCHA, GABRIEL","$ 22.500,00","https://cuspide.com/producto/pnl-mapas-para-el-cambio/",90
"91","ALMA EMPRENDEDORA","SUAREZ DRATMAN, VIRGINIA","$ 24.500,00","https://cuspide.com/producto/alma-emprendedora/",91
"92","EL METODO DE VENTAS","HILL, NAPOLEON","$ 26.500,00","https://cuspide.com/producto/el-metodo-de-ventas/",92
"93","POR QUE LOS RICOS SE VUELVEN MAS RICOS","KIYOSAKI, ROBERT T.","$ 26.999,00","https://cuspide.com/producto/por-que-los-ricos-se-vuelven-mas-ricos/",93
"94","CRISIS & CO .COMO GESTIONAR LA INCERTIDUMBRE DE NUESTRA EPOCA","KIECZKIER, EZEQUIEL","$ 31.990,00","https://cuspide.com/producto/crisis-co-como-gestionar-la-incertidumbre-de-nuestra-epoca/",94
"95","ECONOMIA DE A PIE","DE PACE, DAMIAN","$ 18.900,00","https://cuspide.com/producto/economia-de-a-pie/",95
"96","UNA BREVE HISTORIA DE LA IGUALDAD","PIKETTY, THOMAS","$ 36.900,00","https://cuspide.com/producto/una-breve-historia-de-la-igualdad/",96
"97","QUE ES LA ECONOMIA POPULAR ? EXPERIENCIAS ,VOCES Y DEBATES","GRABOIS, JUAN","$ 22.000,00","https://cuspide.com/producto/que-es-la-economia-popular-experiencias-voces-y-debates/",97
"98","EL DILEMA DE LOS INNOVADORES","CHRISTENSEN, CLAYTON M.","$ 46.800,00","https://cuspide.com/producto/el-dilema-de-los-innovadores/",98
"99","RELACIONES DE PODER EN LA OFICINA",NA,"$ 11.885,00","https://cuspide.com/producto/relaciones-de-poder-en-la-oficina/",99
"100","PLANIFICACION PATRIMONIAL PARA CELEBRITIES","LITWAK, MARTIN","$ 21.099,00","https://cuspide.com/producto/planificacion-patrimonial-para-celebrities/",100
"101","GESTION DE LA COMUNICACION PARA ORGANIZACIONES","ETKIN, EUGENIA","$ 22.500,00","https://cuspide.com/producto/gestion-de-la-comunicacion-para-organizaciones-2/",101
"102","START-UP NATION","SENOR, DAN; SINGER, SAUL","$ 41.700,00","https://cuspide.com/producto/start-up-nation/",102
"103","EL FUTURO DEL COMERCIO QUE SE VIENE","DI PACE, DAMIAN","$ 28.300,00","https://cuspide.com/producto/el-futuro-del-comercio-que-se-viene/",103
"104","GIRANDO LA RUEDA","COLLINS, JIM","$ 15.800,50","https://cuspide.com/producto/girando-la-rueda/",104
"105","DESCUBRE TUS FORTALEZAS",NA,"$ 23.770,00","https://cuspide.com/producto/descubre-tus-fortalezas/",105
"106","RECURSOS HUMANOS  CHAMPIONS","ULRICH, DAVE","$ 53.900,00","https://cuspide.com/producto/recursos-humanos-champions/",106
"107","LA GUIA COMPLETA PARA LA VENTA DE OPCIONES","CORDIER, JAMES","$ 66.900,00","https://cuspide.com/producto/la-guia-completa-para-la-venta-de-opciones/",107
"108","MARKETING 5.0","KOTLER, PHILLIP; KARTAJAYA, HE...","$ 34.900,00","https://cuspide.com/producto/marketing-5-0/",108
"109","LA ORGANIZACION SIN MIEDO","EDMONDSON, AMY","$ 32.300,00","https://cuspide.com/producto/la-organizacion-sin-miedo/",109
"110","EL DOLAR","LUZZI, MARIANA","$ 27.990,00","https://cuspide.com/producto/el-dolar/",110
"111","LA NUEVA ERA DE LAS MARCAS","ROMEO, MARCELO","$ 23.900,00","https://cuspide.com/producto/la-nueva-era-de-las-marcas/",111
"112","ADMINISTRACION DEL SIGLO XXI","BONATTI, PATRICIA","$ 33.042,00","https://cuspide.com/producto/administracion-del-siglo-xxi/",112
"113","LA FATAL ARROGANCIA [ED. ESPA¥A]","HAYEK, FRIEDRICH A.","$ 25.000,00","https://cuspide.com/producto/la-fatal-arrogancia-ed-espa%c2%a5a/",113
"114","VOLVER A KEYNES","KICILLOF, AXEL","$ 31.990,00","https://cuspide.com/producto/volver-a-keynes/",114
"115","IGUALDAD","PIKETTY, THOMAS; SANDEL, MICHA...","$ 25.999,00","https://cuspide.com/producto/igualdad/",115
"116","REINVENTAR LAS ORGANIZACIONES","LALOUX, FREDERIC","$ 33.900,00","https://cuspide.com/producto/reinventar-las-organizaciones/",116
"117","INTRODUCCION A LA CONTABILIDAD Y LAS FINANZAS","AMAT, ORIOL","$ 46.200,00","https://cuspide.com/producto/introduccion-a-la-contabilidad-y-las-finanzas/",117
"118","CAMINO DE LIBERTAD","STIGLITZ, JOSEPH E.","$ 38.299,00","https://cuspide.com/producto/camino-de-libertad/",118
"119","DOLARIZACIONES","WILKIS, ARIEL","$ 28.000,00","https://cuspide.com/producto/dolarizaciones/",119
"120","STORYTELLING","BUSTER, BOBETTE","$ 20.500,00","https://cuspide.com/producto/storytelling-2/",120
"121","CON EXPORTAR MAS NO ALCANZA","CANTAMUTTO, SCHORR","$ 24.190,00","https://cuspide.com/producto/con-exportar-mas-no-alcanza/",121
"122","REINVENTAR LAS ORGANIZACIONES","LALOUX, FREDERIC","$ 35.100,00","https://cuspide.com/producto/reinventar-las-organizaciones-2/",122
"123","RETIRATE JOVEN Y RICO","KIYOSAKI, ROBERT T.","$ 30.899,00","https://cuspide.com/producto/retirate-joven-y-rico/",123
"124","IMPUESTO AL VALOR AGREGADO",NA,"$ 5.700,00","https://cuspide.com/producto/impuesto-al-valor-agregado-2/",124
"125","FACTURACION Y REGISTRACION",NA,"$ 6.000,00","https://cuspide.com/producto/facturacion-y-registracion/",125
"126","SIGUEME  EL PODER DE UN VERDADERO LIDER","MAXWELL, JOHN C.","$ 20.000,00","https://cuspide.com/producto/sigueme-el-poder-de-un-verdadero-lider/",126
"127","MANUAL DE TASACIONES","GUERRERO, DANTE","$ 26.186,00","https://cuspide.com/producto/manual-de-tasaciones/",127
"128","GUIA ARGENTINA DE FRANQUICIAS 2024",NA,"$ 30.000,00","https://cuspide.com/producto/guia-argentina-de-franquicias-2024/",128
"129","LA SOLUCION DE LOS INNOVADORES","CHRISTENSEN, CLAYTON","$ 41.700,00","https://cuspide.com/producto/la-solucion-de-los-innovadores/",129
"130","ENERGIA Y MOTIVACION",NA,"$ 15.536,00","https://cuspide.com/producto/energia-y-motivacion/",130
"131","PIENSA ESTRATEGICAMENTE",NA,"$ 29.484,00","https://cuspide.com/producto/piensa-estrategicamente/",131
"132","MANEJO DE LA COMUNICACION ORGANIZACIONAL","ALVAREZ, JESUS TIMOTEO","$ 25.956,00","https://cuspide.com/producto/manejo-de-la-comunicacion-organizacional/",132
"133","ESTADISTICA NO PARAMETRICA  A MODO DE INTRODUCCION","FERNANDEZ LOUREIRO, EMMA","$ 18.050,00","https://cuspide.com/producto/estadistica-no-parametrica-a-modo-de-introduccion/",133
"134","ADN PYME","LOIDI, JONATAN","$ 39.600,00","https://cuspide.com/producto/adn-pyme/",134
"135","PARAISOS FISCALES E INFIERNOS TRIBUTARIOS","LITWAK, MARTIN","$ 18.099,00","https://cuspide.com/producto/paraisos-fiscales-e-infiernos-tributarios/",135
"136","EL AUTENTICO LIDERAZGO",NA,"$ 15.536,00","https://cuspide.com/producto/el-autentico-liderazgo/",136
"137","EL JUEGO DEL DINERO","KIYOSAKI, ROBERT T.","$ 26.999,00","https://cuspide.com/producto/el-juego-del-dinero/",137
"138","MARKETING DIGITAL PARA LOS QUE NO SABEN MARKETING DIGITAL","GIRALDEZ, GONZALO","$ 34.900,00","https://cuspide.com/producto/marketing-digital-para-los-que-no-saben-marketing-digital/",138
"139","LA PARADOJA","HUNTER, JAMES C.","$ 21.800,00","https://cuspide.com/producto/la-paradoja/",139
"140","MANUAL DE RECURSOS HUMANOS Y RELACIONES LABORALES EN LA EMPRESA","DE DIEGO, NATALIA GIMENA","$ 17.500,00","https://cuspide.com/producto/manual-de-recursos-humanos-y-relaciones-laborales-en-la-empresa/",140
"141","COMO SUPERAR EL BURNOUT",NA,"$ 11.989,00","https://cuspide.com/producto/como-superar-el-burnout/",141
"142","DOCE Y MEDIO","VAYNERCHUK, GARY","$ 21.379,00","https://cuspide.com/producto/doce-y-medio/",142
"143","INFLACION . UNA COSTUMBRE ARGENTINA","ASIAIN, ANDRES","$ 13.990,00","https://cuspide.com/producto/inflacion-una-costumbre-argentina/",143
"144","UN TRAMPOLIN","SHELL, G. RICHARD","$ 8.000,00","https://cuspide.com/producto/un-trampolin/",144
"145","LAS 50 HERRAMIENTAS DE RECURSOS HUMANOS QUE TODO PROFESIONAL DEBE CONOCER","ALLES, MARTHA","$ 45.400,00","https://cuspide.com/producto/las-50-herramientas-de-recursos-humanos-que-todo-profesional-debe-conocer/",145
"146","NO ES CUESTION DE SUERTE","GOLDRATT, ELIYAHU M.","$ 41.900,00","https://cuspide.com/producto/no-es-cuestion-de-suerte/",146
"147","Project Management","BROJT, DAVID","$ 29.200,00","https://cuspide.com/producto/project-management/",147
"148","LA QUINTA DISCIPLINA","SENGE, PETER","$ 57.300,00","https://cuspide.com/producto/la-quinta-disciplina/",148
"149","GUIA RAPIDA DE LAS 33 ESTRATEGIAS DE LA GUERRA","GREENE, ROBERT","$ 27.700,00","https://cuspide.com/producto/guia-rapida-de-las-33-estrategias-de-la-guerra-2/",149
"150","EL PRODUCTO INTERNO BRUTO","COYLE, DIANE","$ 17.500,00","https://cuspide.com/producto/el-producto-interno-bruto/",150
"151","DESIGUALDAD","ATKINSON, ANTHONY B.","$ 23.500,00","https://cuspide.com/producto/desigualdad/",151
"152","LEAN UX","GOTHELF, JEFF","$ 37.027,00","https://cuspide.com/producto/lean-ux/",152
"153","FINANZAS BASICAS",NA,"$ 15.536,00","https://cuspide.com/producto/finanzas-basicas/",153
"154","PAPEL PINTADO","GIACOMINI, DIEGO","$ 27.900,00","https://cuspide.com/producto/papel-pintado/",154
"155","AQUI NO HAY REGLAS","HASTINGS, REED","$ 37.499,00","https://cuspide.com/producto/aqui-no-hay-reglas/",155
"156","MARKETING 4.0","KOTLER, PHILLIP","$ 34.900,00","https://cuspide.com/producto/marketing-4-0/",156
"157","EL EGO ES EL ENEMIGO","HOLIDAY, RYAN","$ 36.900,00","https://cuspide.com/producto/el-ego-es-el-enemigo/",157
"158","ECONOMIA VERDE","ENSINCK, MARIA GABRIEL","$ 12.300,00","https://cuspide.com/producto/economia-verde/",158
"159","COACHING","WOLK, LEONARDO","$ 30.700,00","https://cuspide.com/producto/coaching-2/",159
"160","ARGENTINA FEDERAL","REDRADO, MARTIN; URTUBEY, JOSE","$ 35.699,00","https://cuspide.com/producto/argentina-federal/",160
"161","LA CRISIS DEL CAPITAL EN EL SIGLO XXI","PIKETTY, THOMAS","$ 23.990,00","https://cuspide.com/producto/la-crisis-del-capital-en-el-siglo-xxi/",161
"162","DIRIGIR CON EXITO","STETTNER, MOREY","$ 22.200,00","https://cuspide.com/producto/dirigir-con-exito/",162
"163","EL ARTE DE NEGOCIAR",NA,"$ 17.823,00","https://cuspide.com/producto/el-arte-de-negociar/",163
"164","ESO QUE QUIERO QUE ME PASE","SCHWANDER, CRIS","$ 44.000,00","https://cuspide.com/producto/eso-que-quiero-que-me-pase/",164
"165","EL TOQUE DE MIDAS","TRUMP, DONALD J.","$ 26.999,00","https://cuspide.com/producto/el-toque-de-midas-2/",165
"166","POR QUE NOT?","FAJARDO, DANIEL","$ 30.900,00","https://cuspide.com/producto/por-que-not/",166
"167","ESO NUNCA FUNCIONARA","RANDOLPH, MARC","$ 36.900,00","https://cuspide.com/producto/eso-nunca-funcionara/",167
"168","EL METODO EFE","DODERO, SANTIAGO","$ 33.900,00","https://cuspide.com/producto/el-metodo-efe/",168
"169","EL LIDERAZGO AL ESTILO DE LOS JESUITAS","LOWNEY, CHRIS","$ 42.900,00","https://cuspide.com/producto/el-liderazgo-al-estilo-de-los-jesuitas/",169
"170","PORQUE SIEMPRE FALTAN DOLARES ?","WAINER, ANDRES","$ 25.290,00","https://cuspide.com/producto/porque-siempre-faltan-dolares/",170
"171","COMO TRANSFORMAR UN GRUPO EN UN EQUIPO","SEGONDS, BAUTISTA","$ 26.999,00","https://cuspide.com/producto/como-transformar-un-grupo-en-un-equipo/",171
"172","COMUNICACION DE ALTA INFLUENCIA","ORDEIX, JUAN","$ 61.099,00","https://cuspide.com/producto/comunicacion-de-alta-influencia/",172
"173","OTRA MANERA DE HACER NEGOCIOS","RUDA, DANIEL","$ 17.600,00","https://cuspide.com/producto/otra-manera-de-hacer-negocios/",173
"174","7500 MILLONES DE PERSONAS !","PAZ, JORGE","$ 12.990,00","https://cuspide.com/producto/7500-millones-de-personas/",174
"175","LA MONEDA EN EL AIRE","GERCHUNOFF, PABLO","$ 24.190,00","https://cuspide.com/producto/la-moneda-en-el-aire/",175
"176","PENSAR LA ECONOMIA ARGENTINA","KULFAS, MATIAS","$ 19.990,00","https://cuspide.com/producto/pensar-la-economia-argentina/",176
"177","EL BANCO DE LA NACION ARGENTINA Y LA DICTADURA","BASUALDO, EDUARDO","$ 24.490,00","https://cuspide.com/producto/el-banco-de-la-nacion-argentina-y-la-dictadura/",177
"178","CONTRIBUCIONES AL ESTUDIO DE UNA MICROECONOMA APLICADA","FARBEROFF, RODOLFO FERNANDO","$ 19.580,00","https://cuspide.com/producto/contribuciones-al-estudio-de-una-microeconoma-aplicada/",178
"179","LOS LIDERES COMEN AL FINAL","SINEK, SIMON","$ 25.000,00","https://cuspide.com/producto/los-lideres-comen-al-final-2/",179
"180","MARCELO DIAMAND . DOCTRINAS ECONMICAS , DESARROLLO E INDEPENDENCIA","DIAMAND, MARCELO","$ 75.000,00","https://cuspide.com/producto/marcelo-diamand-doctrinas-econmicas-desarrollo-e-independencia/",180
"181","EL CAPITAL  OBRA COMPLETA  ( 3 TOMOS )","MARX, KARL","$ 139.990,00","https://cuspide.com/producto/el-capital-obra-completa-3-tomos/",181
"182","LA ARGENTINA EN EL FONDO","KANEGUISER, MARTIN","$ 25.000,00","https://cuspide.com/producto/la-argentina-en-el-fondo/",182
"183","DISEÑO ESTRATEGICO","COUTINHO, ANDRE","$ 27.990,00","https://cuspide.com/producto/diseno-estrategico/",183
"184","PADRE RICO , PADRE POBRE PARA JOVENES","KIYOSAKI, ROBERT T.","$ 20.699,00","https://cuspide.com/producto/padre-rico-padre-pobre-para-jovenes/",184
"185","EL PODER Y LA ACCION A TRAVES DE LA COMUNICACION ESTRATEGICA","SCHEINSOHN, DANIEL","$ 47.900,00","https://cuspide.com/producto/el-poder-y-la-accion-a-traves-de-la-comunicacion-estrategica/",185
